,cancer_type,cellosaurus_id,standard_drug_name,dataset,info,IC50,IC90,EC50,Einf,AUC
9239,kidney,KTCTL-13,AZD5438,All,GDSC1,-0.436819,3.12054,-0.726907,0.910651,47.4558
9240,kidney,KTCTL-13,AZD5582,All,GDSC1,4.70047,10.7549,0.682305,0.377473,15.1984
9241,kidney,KTCTL-13,AZD6094,All,GDSC1,3.6308,5.65934,0.644891,0.0757976,0.909496
9242,kidney,KTCTL-13,AZD6482,All,GDSC1,2.64236,8.62389,-0.566159,0.470608,20.0784
9243,kidney,KTCTL-13,AZD6738,All,GDSC1,2.33522,6.0111,1.08692,0.643318,21.2448
9244,kidney,KTCTL-13,AZD7762,All,GDSC1,-1.67682,1.29924,-1.74279,0.97565,48.4966
9245,kidney,KTCTL-13,AZD7969,All,GDSC1,0.701961,5.30707,-0.247408,0.77731,37.4117
9246,kidney,KTCTL-13,AZD8055,All,GDSC1,-0.538101,2.5771,-1.27018,0.747412,24.2011
9247,kidney,KTCTL-13,AZD8186,All,GDSC1,2.60099,16.0125,-4.98655,0.447803,30.2211
9248,kidney,KTCTL-13,AZD8835,All,GDSC1,3.19953,6.17156,1.79387,0.522607,12.452
9249,kidney,KTCTL-13,AZD8931,All,GDSC1,2.34868,4.12251,1.96972,0.769511,14.8078
9250,kidney,KTCTL-13,BAM7,All,GDSC1,4.52528,11.9523,0.674862,0.484965,24.4595
9251,kidney,KTCTL-13,Belinostat,All,GDSC1,6.73145,11.2611,2.59528,0.23707,6.80804
9252,kidney,KTCTL-13,BIBF-1120,All,GDSC1,2.48011,6.09821,1.65198,0.753712,28.3592
9253,kidney,KTCTL-13,Bicalutamide,All,GDSC1,5.98126,7.59815,2.802,0.026242,0.244607
9254,kidney,KTCTL-13,BIX02189,All,GDSC1,6.44298,8.07103,3.78747,0.0540338,0.514475
9255,kidney,KTCTL-13,Bleomycin (10 uM),All,GDSC1,3.40826,8.62499,0.741991,0.490911,19.0679
9256,kidney,KTCTL-13,Bleomycin (50 uM),All,GDSC1,4.23339,10.3457,2.03427,0.62411,30.9127
9257,kidney,KTCTL-13,BMS-345541,All,GDSC1,3.81717,4.63402,3.52017,0.62053,4.50289
9258,kidney,KTCTL-13,BMS-536924,All,GDSC1,2.7514,8.87965,-0.835436,0.433052,18.3041
9259,kidney,KTCTL-13,Bosutinib,All,GDSC1,1.53981,4.33852,-0.243531,0.395609,7.99769
9260,kidney,KTCTL-13,BPTES,All,GDSC1,4.697,8.34813,1.84164,0.304172,7.45924
9261,kidney,KTCTL-13,"Brivanib, BMS-540215",All,GDSC1,5.04175,9.99521,2.06057,0.420848,14.8088
9262,kidney,KTCTL-13,BX-912,All,GDSC1,4.1314,6.8078,2.2259,0.346049,6.45554
9263,kidney,KTCTL-13,BX795,All,GDSC1,2.20181,3.41172,1.67396,0.554318,5.56261
9264,kidney,KTCTL-13,C-75,All,GDSC1,4.27503,5.37021,3.75821,0.523506,4.61863
9265,kidney,KTCTL-13,Cabozantinib,All,GDSC1,4.2628,5.74304,1.86959,0.055714,0.482743
9266,kidney,KTCTL-13,"CAP-232, TT-232, TLN-232",All,GDSC1,6.32238,7.88861,3.80662,0.0569804,0.522743
9267,kidney,KTCTL-13,Capivasertib,All,GDSC1,5.14572,6.44158,4.32835,0.400122,3.76738
9268,kidney,KTCTL-13,CAY10566,All,GDSC1,2.87382,5.40864,0.411255,0.211561,3.42402
9269,kidney,KTCTL-13,CAY10603,All,GDSC1,2.70626,7.60787,1.1944,0.673542,29.6662
9270,kidney,KTCTL-13,CCT-018159,All,GDSC1,5.60297,7.15086,2.81993,0.0377628,0.338974
9271,kidney,KTCTL-13,CCT007093,All,GDSC1,3.77405,6.42487,1.65712,0.294912,5.26131
9272,kidney,KTCTL-13,CD532,All,GDSC1,0.450715,2.81086,0.136874,0.854942,25.8761
9273,kidney,KTCTL-13,Cetuximab,All,GDSC1,8.27095,19.3523,1.13922,0.391181,23.494
9274,kidney,KTCTL-13,CHIR-99021,All,GDSC1,1.2103,3.73738,0.891939,0.862476,28.4367
9275,kidney,KTCTL-13,CI-1033,All,GDSC1,2.67881,5.61589,2.0631,0.773681,24.6832
9276,kidney,KTCTL-13,CI-1040,All,GDSC1,4.39904,13.7426,-1.02022,0.437013,24.5946
9277,kidney,KTCTL-13,Cisplatin,All,GDSC1,3.28565,8.13281,0.886188,0.504111,15.614
9278,kidney,KTCTL-13,CP466722,All,GDSC1,3.9308,9.69298,1.09564,0.506597,21.6018
9279,kidney,KTCTL-13,CP724714,All,GDSC1,4.78958,6.29596,2.83983,0.10999,0.998566
9280,kidney,KTCTL-13,CPI-613,All,GDSC1,7.14184,7.90682,7.08717,0.921641,11.0821
9281,kidney,KTCTL-13,CUDC-101,All,GDSC1,1.90748,6.03518,0.130532,0.559426,18.8301
9282,kidney,KTCTL-13,CX-5461,All,GDSC1,5.37257,7.0328,2.80664,0.0648501,0.633259
9283,kidney,KTCTL-13,Cytarabine,All,GDSC1,-1.7289,4.30951,-3.25258,0.729676,40.2293
9284,kidney,KTCTL-13,Dabrafenib,All,GDSC1,1.42965,11.428,-2.39901,0.602488,39.2713
9285,kidney,KTCTL-13,Dactolisib,All,GDSC1,-3.22705,0.220487,-4.24644,0.68612,22.4665
9286,kidney,KTCTL-13,Daporinad,All,GDSC1,1.47974,6.3091,-2.02277,0.337771,10.9578
9287,kidney,KTCTL-13,Docetaxel,All,GDSC1,-6.06736,-4.03236,-7.26209,0.431714,6.54102
9288,kidney,KTCTL-13,Doramapimod,All,GDSC1,8.11283,25.4195,-4.0337,0.35246,25.0722
9289,kidney,KTCTL-13,Doxorubicin,All,GDSC1,-0.167114,4.01676,-0.990753,0.787037,35.531
9290,kidney,KTCTL-13,Dyrk1b_0191,All,GDSC1,1.86088,6.45198,0.418898,0.668018,27.6823
9291,kidney,KTCTL-13,"eEF2K Inhibitor, A-484954",All,GDSC1,6.85005,8.44859,3.80647,0.0300335,0.277308
9292,kidney,KTCTL-13,EHT-1864,All,GDSC1,5.67257,16.0067,-1.18413,0.37759,21.7024
9293,kidney,KTCTL-13,Elesclomol,All,GDSC1,-5.86935,-3.10983,-6.01019,0.943989,44.801
9294,kidney,KTCTL-13,Enzastaurin,All,GDSC1,1.10168,11.2679,-2.09883,0.667298,46.0388
9295,kidney,KTCTL-13,EphB4_9721,All,GDSC1,1.16653,7.97075,-0.975509,0.667305,37.141
9296,kidney,KTCTL-13,ETP-45835,All,GDSC1,6.68887,8.41244,3.75925,0.0466453,0.468366
9297,kidney,KTCTL-13,Fedratinib,All,GDSC1,2.54346,3.53524,2.41458,0.858204,11.0214
9298,kidney,KTCTL-13,FEN1_3940,All,GDSC1,4.37002,6.1954,2.63606,0.220701,2.58932
9299,kidney,KTCTL-13,FGFR_0939,All,GDSC1,1.8029,3.90112,0.40789,0.376679,5.64077
9300,kidney,KTCTL-13,FGFR_3831,All,GDSC1,5.91184,7.63467,2.76415,0.0354667,0.353917
9301,kidney,KTCTL-13,Flavopiridol,All,GDSC1,-1.79977,2.35557,-2.40472,0.84141,41.773
9302,kidney,KTCTL-13,Foretinib,All,GDSC1,0.894563,1.40877,0.893657,0.998064,18.2754
9303,kidney,KTCTL-13,FR-180204,All,GDSC1,6.21881,7.86821,3.77219,0.0739932,0.721321
9304,kidney,KTCTL-13,FTY-720,All,GDSC1,2.44532,3.25707,2.44075,0.993816,23.4863
9305,kidney,KTCTL-13,Fulvestrant,All,GDSC1,5.53059,8.10994,2.42204,0.132222,2.07859
9306,kidney,KTCTL-13,Gefitinib,All,GDSC1,-0.133958,1.98824,-1.84876,0.289738,4.12925
9307,kidney,KTCTL-13,Gemcitabine,All,GDSC1,-5.30918,-0.824492,-6.94887,0.61862,23.7852
9308,kidney,KTCTL-13,Genentech Cpd 10,All,GDSC1,1.7006,2.51875,1.69197,0.988412,20.7485
9309,kidney,KTCTL-13,GSK1059615,All,GDSC1,-1.02373,2.261,-1.10517,0.97277,64.4124
9310,kidney,KTCTL-13,GSK1070916,All,GDSC1,3.34213,5.00572,0.804347,0.0676713,0.663136
9311,kidney,KTCTL-13,GSK269962A,All,GDSC1,3.58706,5.77054,1.50292,0.218728,3.06499
9312,kidney,KTCTL-13,GSK429286A,All,GDSC1,6.18632,8.1109,3.66416,0.106357,1.23106
9313,kidney,KTCTL-13,GSK690693,All,GDSC1,4.76103,7.26493,2.41122,0.225688,3.63979
9314,kidney,KTCTL-13,GW-2580,All,GDSC1,6.17351,8.57027,3.47025,0.154802,2.2916
9315,kidney,KTCTL-13,GW441756,All,GDSC1,1.57829,6.98324,-1.5244,0.441497,16.9847
9316,kidney,KTCTL-13,HG-5-113-01,All,GDSC1,2.40136,6.02712,1.14217,0.635959,20.5626
9317,kidney,KTCTL-13,HG-5-88-01,All,GDSC1,4.34406,11.5555,0.0228623,0.422766,19.9991
9318,kidney,KTCTL-13,I-BET-762,All,GDSC1,6.80201,10.3432,3.04052,0.176704,3.88694
9319,kidney,KTCTL-13,IAP_5620,All,GDSC1,5.00845,10.6268,0.961558,0.340836,12.6061
9320,kidney,KTCTL-13,IAP_7638,All,GDSC1,5.9615,7.70047,2.75938,0.0343846,0.346138
9321,kidney,KTCTL-13,IC-87114,All,GDSC1,8.79892,22.6612,-1.43832,0.329683,21.3234
9322,kidney,KTCTL-13,ICL1100013,All,GDSC1,4.40292,8.8348,2.13262,0.489963,16.5205
9323,kidney,KTCTL-13,Idelalisib,All,GDSC1,5.50622,10.3981,2.20535,0.370066,12.4151
9324,kidney,KTCTL-13,IGFR_3801,All,GDSC1,0.0696354,3.92655,-0.409178,0.864453,42.429
9325,kidney,KTCTL-13,IMD-0354,All,GDSC1,-0.469046,3.4911,-0.705438,0.934515,57.9037
9326,kidney,KTCTL-13,IOX2,All,GDSC1,-3.31815,-1.11336,-4.42306,0.499058,8.66624
9327,kidney,KTCTL-13,Ispinesib Mesylate,All,GDSC1,-0.644212,2.00602,-3.88678,0.127334,2.05065
9328,kidney,KTCTL-13,JAK1_3715,All,GDSC1,4.88316,13.469,-0.516532,0.401423,21.0119
9329,kidney,KTCTL-13,JAK3_7406,All,GDSC1,5.1601,7.21818,2.60908,0.123203,1.5391
9330,kidney,KTCTL-13,JNJ38877605,All,GDSC1,4.43919,11.5683,0.79597,0.490966,24.192
9331,kidney,KTCTL-13,JNK Inhibitor VIII,All,GDSC1,5.14874,11.8398,0.472647,0.354369,15.1735
9332,kidney,KTCTL-13,JQ1,All,GDSC1,1.55647,6.16826,-1.90329,0.322664,9.94646
9333,kidney,KTCTL-13,JW-7-24-1,All,GDSC1,2.87233,7.8775,0.680618,0.552899,21.8892
9334,kidney,KTCTL-13,kb NB 142-70,All,GDSC1,3.43401,7.22704,2.07623,0.625826,20.8647
9335,kidney,KTCTL-13,KIN001-042,All,GDSC1,7.68748,21.6516,-2.48204,0.335921,21.8561
9336,kidney,KTCTL-13,KIN001-236,All,GDSC1,4.09202,5.77795,2.68977,0.27707,3.11171
9337,kidney,KTCTL-13,KIN001-244,All,GDSC1,4.67232,6.05619,3.72662,0.364397,3.56782
9338,kidney,KTCTL-13,KIN001-260,All,GDSC1,6.47529,8.29598,3.71731,0.0692229,0.742981
9339,kidney,KTCTL-13,KIN001-266,All,GDSC1,5.29681,7.83291,3.29723,0.300562,5.15159
9340,kidney,KTCTL-13,KIN001-270,All,GDSC1,6.29266,7.85433,3.80741,0.0588145,0.538519
9341,kidney,KTCTL-13,Kobe2602,All,GDSC1,5.39442,8.76989,2.91581,0.332228,7.70213
9342,kidney,KTCTL-13,KU-55933,All,GDSC1,3.57518,5.67588,2.34877,0.434162,6.80329
9343,kidney,KTCTL-13,KU-60019,All,GDSC1,2.88257,5.38827,1.9031,0.595144,12.8708
9344,kidney,KTCTL-13,LCL161,All,GDSC1,3.8767,5.32063,0.893577,0.021134,0.175466
9345,kidney,KTCTL-13,LDN-193189,All,GDSC1,0.226563,3.01358,0.0278178,0.921817,40.0733
9346,kidney,KTCTL-13,Lenalidomide,All,GDSC1,4.38431,5.74528,1.8816,0.0345697,0.272395
9347,kidney,KTCTL-13,Lestaurtinib,All,GDSC1,-0.0425084,9.09114,-3.94413,0.562371,34.0083
9348,kidney,KTCTL-13,LGK974,All,GDSC1,2.81543,9.6635,-1.65304,0.385038,17.1123
9349,kidney,KTCTL-13,LIMK1 inhibitor BMS4,All,GDSC1,5.63455,7.95829,3.44611,0.224235,3.35459
9350,kidney,KTCTL-13,Linifanib,All,GDSC1,1.47324,3.0617,-0.514657,0.120201,1.15724
9351,kidney,KTCTL-13,Masitinib,All,GDSC1,3.87136,4.39036,3.80995,0.870739,6.04082
9352,kidney,KTCTL-13,MCT1_6447,All,GDSC1,5.49782,7.83595,2.51761,0.114583,1.61783
9353,kidney,KTCTL-13,MCT4_1422,All,GDSC1,5.60524,7.15416,2.81961,0.0377242,0.338846
9354,kidney,KTCTL-13,"MetAP2 Inhibitor, A832234",All,GDSC1,3.56039,7.98229,-0.349994,0.250625,7.10045
9355,kidney,KTCTL-13,Methotrexate,All,GDSC1,0.532386,2.0485,-2.8057,0.0157256,0.136712
9356,kidney,KTCTL-13,MIM1,All,GDSC1,3.80707,7.11919,2.97897,0.732029,24.56
9357,kidney,KTCTL-13,Mirin,All,GDSC1,7.50362,10.462,5.39513,0.345573,7.11257
9358,kidney,KTCTL-13,MK-2206,All,GDSC1,0.449426,5.99671,-1.40221,0.648891,30.6686
9359,kidney,KTCTL-13,Motesanib,All,GDSC1,3.0752,20.1502,-6.90542,0.433634,31.7407
9360,kidney,KTCTL-13,MPS-1-IN-1,All,GDSC1,6.08465,7.75834,3.75719,0.0899611,0.897558
9361,kidney,KTCTL-13,Navitoclax,All,GDSC1,1.1696,5.65085,-1.18564,0.479222,16.1728
9362,kidney,KTCTL-13,NG-25,All,GDSC1,5.42584,7.08931,2.80717,0.0610085,0.5957
9363,kidney,KTCTL-13,Nilotinib,All,GDSC1,1.96009,3.46005,0.447923,0.196802,1.87008
9364,kidney,KTCTL-13,NPK76-II-72-1,All,GDSC1,5.92727,7.438,2.87144,0.0232146,0.201869
9365,kidney,KTCTL-13,NSC-207895,All,GDSC1,5.79682,7.47899,3.73744,0.12714,1.30128
9366,kidney,KTCTL-13,NSC319726,All,GDSC1,0.775942,12.1525,-6.89094,0.370627,22.3101
9367,kidney,KTCTL-13,NU7441,All,GDSC1,1.51617,3.79278,0.00692239,0.377972,6.14556
9368,kidney,KTCTL-13,Nutlin-3a,All,GDSC1,5.37378,6.98488,2.4775,0.0377834,0.353011
9369,kidney,KTCTL-13,NVP-BHG712,All,GDSC1,5.4879,7.13925,2.81348,0.0553874,0.535291
9370,kidney,KTCTL-13,Olaparib,All,GDSC1,5.75288,7.40059,2.78762,0.0376266,0.319563
9371,kidney,KTCTL-13,Omipalisib,All,GDSC1,-1.70352,6.48645,-6.68559,0.416139,21.3417
9372,kidney,KTCTL-13,OSI-027,All,GDSC1,5.82283,22.4328,-3.51511,0.450526,32.9197
9373,kidney,KTCTL-13,OSI-930,All,GDSC1,4.66859,6.99835,2.4776,0.224823,3.37328
9374,kidney,KTCTL-13,Palbociclib,All,GDSC1,3.42389,7.50929,0.322543,0.317388,8.72859
9375,kidney,KTCTL-13,Panobinostat,All,GDSC1,-4.38773,-1.13174,-4.53055,0.951848,54.6022
9376,kidney,KTCTL-13,PARP_0108,All,GDSC1,1.53122,6.14811,-0.919039,0.475119,16.4075
9377,kidney,KTCTL-13,PARP_9482,All,GDSC1,0.973152,7.93335,-2.27875,0.527498,26.2979
9378,kidney,KTCTL-13,PARP_9495,All,GDSC1,2.52139,14.6417,-4.36664,0.445852,28.7864
9379,kidney,KTCTL-13,PD0325901,All,GDSC1,-1.39616,6.91271,-5.96367,0.460164,24.5167
9380,kidney,KTCTL-13,PD173074,All,GDSC1,2.10003,3.96537,0.302668,0.214881,2.56699
9381,kidney,KTCTL-13,Pelitinib,All,GDSC1,2.42281,7.99231,-1.14618,0.393098,14.9608
9382,kidney,KTCTL-13,Pemetrexed,All,GDSC1,3.85881,5.25025,0.911137,0.0188548,0.150678
9383,kidney,KTCTL-13,PF-00299804,All,GDSC1,2.60166,3.42162,2.59431,0.990144,21.5495
9384,kidney,KTCTL-13,PF-4708671,All,GDSC1,3.72308,5.22187,2.68196,0.357072,3.76634
9385,kidney,KTCTL-13,PFI-1,All,GDSC1,4.18312,7.5392,1.88076,0.362664,8.54285
9386,kidney,KTCTL-13,PFI-3,All,GDSC1,4.90619,6.81313,2.6531,0.138785,1.62072
9387,kidney,KTCTL-13,PHA-793887,All,GDSC1,4.93112,6.44454,2.84458,0.092238,0.833188
9388,kidney,KTCTL-13,Phenformin,All,GDSC1,13.7458,18.9715,9.81229,0.321163,11.0334
9389,kidney,KTCTL-13,PI-103,All,GDSC1,2.93915,8.88937,0.23479,0.538419,24.172
9390,kidney,KTCTL-13,PI3Ka_4409,All,GDSC1,4.08546,9.08734,1.04819,0.416926,14.7508
9391,kidney,KTCTL-13,Pictilisib,All,GDSC1,0.595337,5.47487,-1.01233,0.653059,27.9973
9392,kidney,KTCTL-13,PIK-93,All,GDSC1,6.52483,7.79966,3.91329,0.0219507,0.160972
9393,kidney,KTCTL-13,Pilaralisib,All,GDSC1,4.548,8.97738,2.17982,0.471993,15.6708
9394,kidney,KTCTL-13,Piperlongumine,All,GDSC1,2.63133,3.49907,2.51339,0.851788,9.42445
9395,kidney,KTCTL-13,PLK_6522,All,GDSC1,-2.64276,-0.339032,-2.92352,0.866904,26.3891
9396,kidney,KTCTL-13,PLX-4720,All,GDSC1,3.87598,5.42033,2.69078,0.312538,3.29241
9397,kidney,KTCTL-13,QL-VIII-58,All,GDSC1,0.418735,4.43104,-0.205982,0.830595,39.1676
9398,kidney,KTCTL-13,QL-X-138,All,GDSC1,4.16323,9.97636,0.692239,0.424321,17.0976
9399,kidney,KTCTL-13,QL-XI-92,All,GDSC1,3.91178,6.67164,2.13558,0.391178,7.77395
9400,kidney,KTCTL-13,QL-XII-47,All,GDSC1,2.19489,3.42518,2.06933,0.888343,15.3443
9401,kidney,KTCTL-13,QL-XII-61,All,GDSC1,4.82808,6.95105,2.55557,0.173815,2.30542
9402,kidney,KTCTL-13,Quizartinib,All,GDSC1,1.98044,3.55144,-0.484505,0.061687,0.569053
9403,kidney,KTCTL-13,RAF_9304,All,GDSC1,3.99582,6.94885,2.03481,0.377208,7.92897
9404,kidney,KTCTL-13,Refametinib,All,GDSC1,2.47953,4.53528,1.3437,0.457987,7.16096
9405,kidney,KTCTL-13,RO-3306,All,GDSC1,3.38246,5.46887,1.51982,0.246593,3.36002
9406,kidney,KTCTL-13,rTRAIL,All,GDSC1,0.53952,3.21207,-4.19019,0.0401301,0.621839
9407,kidney,KTCTL-13,RU-SKI 43,All,GDSC1,5.77611,8.59754,3.24005,0.243706,4.47328
9408,kidney,KTCTL-13,Rucaparib,All,GDSC1,4.42905,6.08376,1.77732,0.0574346,0.556803
9409,kidney,KTCTL-13,Ruxolitinib,All,GDSC1,4.98825,6.64291,1.85573,0.0307449,0.293947
9410,kidney,KTCTL-13,SB216763,All,GDSC1,2.4765,5.22224,1.5999,0.662965,16.9375
9411,kidney,KTCTL-13,SB505124,All,GDSC1,5.97427,8.04919,3.58866,0.148081,1.68146
9412,kidney,KTCTL-13,SB52334,All,GDSC1,6.59776,8.12302,3.82781,0.0363166,0.320986
9413,kidney,KTCTL-13,SB590885,All,GDSC1,4.35261,5.71997,1.87878,0.0368578,0.292129
9414,kidney,KTCTL-13,Selisistat,All,GDSC1,7.21185,8.70173,3.84716,0.0138986,0.118629
9415,kidney,KTCTL-13,Selumetinib,All,GDSC1,3.92602,5.74885,1.38523,0.0893484,0.970518
9416,kidney,KTCTL-13,Sepantronium bromide,All,GDSC1,3.42534,9.38182,-0.310323,0.402657,16.2867
9417,kidney,KTCTL-13,Serdemetan,All,GDSC1,3.10908,10.4929,-0.442423,0.515829,26.5199
9418,kidney,KTCTL-13,SGC0946,All,GDSC1,0.721763,5.10124,-2.76279,0.296541,8.57464
9419,kidney,KTCTL-13,SN-38,All,GDSC1,-6.03382,-2.29119,-6.61544,0.830911,33.1718
9420,kidney,KTCTL-13,SNX-2112,All,GDSC1,3.77725,5.53833,0.781279,0.0464982,0.477009
9421,kidney,KTCTL-13,Sphingosine Kinase 1 Inhibitor II,All,GDSC1,2.97385,4.68278,0.769905,0.111063,1.14454
9422,kidney,KTCTL-13,STF-62247,All,GDSC1,4.98881,9.86726,1.34015,0.324023,10.5081
9423,kidney,KTCTL-13,SU11274,All,GDSC1,6.71715,18.26,-1.51475,0.345296,20.6652
9424,kidney,KTCTL-13,T0901317,All,GDSC1,5.37658,7.0708,2.79412,0.0678437,0.677122
9425,kidney,KTCTL-13,TAK-715,All,GDSC1,5.17677,10.9117,1.7095,0.418846,16.6286
9426,kidney,KTCTL-13,Talazoparib,All,GDSC1,2.63256,6.26418,1.24308,0.602785,18.8288
9427,kidney,KTCTL-13,Tamoxifen,All,GDSC1,3.94827,8.21237,0.59677,0.301951,8.55061
9428,kidney,KTCTL-13,Tanespimycin,All,GDSC1,0.0998696,3.20847,-1.52179,0.48236,11.5874
9429,kidney,KTCTL-13,TANK_1366,All,GDSC1,2.96378,9.86254,-1.66942,0.372169,16.4895
9430,kidney,KTCTL-13,Temozolomide,All,GDSC1,7.00575,8.45807,4.43507,0.0401023,0.338159
9431,kidney,KTCTL-13,Temsirolimus,All,GDSC1,-2.48714,13.763,-10.5025,0.505584,37.6018
9432,kidney,KTCTL-13,Tenovin-6,All,GDSC1,2.83142,3.56596,2.82377,0.988554,18.6794
9433,kidney,KTCTL-13,THZ-2-102-1,All,GDSC1,3.56444,5.38203,0.721497,0.0623324,0.66545
9434,kidney,KTCTL-13,THZ-2-49,All,GDSC1,6.96717,8.4508,3.84721,0.0195017,0.166226
9435,kidney,KTCTL-13,Tivozanib,All,GDSC1,0.338852,2.25605,-3.58042,0.0221546,0.24433
9436,kidney,KTCTL-13,TL-1-85,All,GDSC1,5.31605,6.82638,2.86011,0.0546154,0.482566
9437,kidney,KTCTL-13,TL-2-105,All,GDSC1,5.19448,7.22059,2.65622,0.119877,1.4716
9438,kidney,KTCTL-13,Torin 2,All,GDSC1,-3.28528,3.87643,-3.86275,0.911646,72.9991
9439,kidney,KTCTL-13,TPCA-1,All,GDSC1,6.51651,8.0469,3.82439,0.0410591,0.365018
9440,kidney,KTCTL-13,Trametinib,All,GDSC1,0.693102,6.06501,-2.47602,0.429597,16.2966
9441,kidney,KTCTL-13,Tretinoin,All,GDSC1,4.78325,6.40624,2.76054,0.121495,1.19598
9442,kidney,KTCTL-13,Trichostatin A,All,GDSC1,-2.25968,0.135474,-2.49755,0.891324,30.1689
9443,kidney,KTCTL-13,TTK_3146,All,GDSC1,3.882,6.05412,2.38977,0.362035,5.55207
9444,kidney,KTCTL-13,Tubastatin A,All,GDSC1,6.49775,8.54419,3.63237,0.088174,1.07444
9445,kidney,KTCTL-13,TW 37,All,GDSC1,-2.61995,1.36308,-2.843,0.938553,59.3627
9446,kidney,KTCTL-13,TWS119,All,GDSC1,1.43955,4.28075,1.18746,0.902829,37.3761
9447,kidney,KTCTL-13,UNC0638,All,GDSC1,7.3746,9.65654,4.53249,0.121696,1.49712
9448,kidney,KTCTL-13,UNC0642,All,GDSC1,1.00209,3.06815,-1.70608,0.106291,1.32054
9449,kidney,KTCTL-13,UNC1215,All,GDSC1,2.37482,4.24124,-0.614338,0.0575546,0.629355
9450,kidney,KTCTL-13,Veliparib,All,GDSC1,4.8588,6.51854,1.78531,0.0336214,0.322914
9451,kidney,KTCTL-13,Venotoclax,All,GDSC1,0.674006,2.38089,-2.51713,0.0323543,0.319359
9452,kidney,KTCTL-13,Vinblastine,All,GDSC1,-3.7933,-0.0309086,-5.37507,0.568388,17.7224
9453,kidney,KTCTL-13,Vismodegib,All,GDSC1,5.09516,6.71376,2.77887,0.08263,0.79414
9454,kidney,KTCTL-13,VNLG-124,All,GDSC1,3.5128,6.8336,0.992491,0.317495,7.17235
9455,kidney,KTCTL-13,Vorinostat,All,GDSC1,1.7946,3.43307,1.62348,0.885764,20.2207
9456,kidney,KTCTL-13,Voxtalisib,All,GDSC1,5.10317,10.1223,2.0443,0.415323,14.72
9457,kidney,KTCTL-13,VX-11e,All,GDSC1,3.37087,5.4366,1.55694,0.253635,3.4371
9458,kidney,KTCTL-13,VX-702,All,GDSC1,1.82797,3.44968,0.37705,0.245679,2.60108
9459,kidney,KTCTL-13,Wee1 Inhibitor,All,GDSC1,1.38263,3.02814,0.284428,0.374979,4.39941
9460,kidney,KTCTL-13,WHI-P97,All,GDSC1,5.35576,7.14799,2.75635,0.0793321,0.842715
9461,kidney,KTCTL-13,Wnt-C59,All,GDSC1,3.5707,5.26441,0.800349,0.0535096,0.529884
9462,kidney,KTCTL-13,WYE-125132,All,GDSC1,-0.233291,20.6746,-8.45035,0.593202,48.9371
9463,kidney,KTCTL-13,WZ3105,All,GDSC1,1.91681,4.00818,-0.391749,0.162511,2.10953
9464,kidney,KTCTL-13,XAV939,All,GDSC1,3.18694,7.52997,0.398928,0.392306,12.0293
9465,kidney,KTCTL-13,XMD11-85h,All,GDSC1,4.07531,7.83045,1.66056,0.391545,10.4868
9466,kidney,KTCTL-13,XMD13-2,All,GDSC1,4.66648,6.61018,2.64773,0.185238,2.26496
9467,kidney,KTCTL-13,XMD14-99,All,GDSC1,4.28922,6.08797,2.66723,0.242363,2.84002
9468,kidney,KTCTL-13,XMD15-27,All,GDSC1,4.70637,6.37252,2.76918,0.144227,1.47627
9469,kidney,KTCTL-13,XMD8-92,All,GDSC1,3.89017,11.6031,-0.355178,0.459619,23.3428
9470,kidney,KTCTL-13,Y-39983,All,GDSC1,6.54521,8.27455,3.75338,0.0559987,0.566931
9471,kidney,KTCTL-13,YM201636,All,GDSC1,5.34502,6.96525,1.83864,0.0170691,0.15869
9472,kidney,KTCTL-13,ZG-10,All,GDSC1,1.83588,3.66783,1.59406,0.855987,20.192
9473,kidney,KTCTL-13,Zibotentan,All,GDSC1,6.46657,8.44951,3.65541,0.0849903,1.00183
9474,kidney,KTCTL-13,ZM447439,All,GDSC1,4.55118,6.04664,1.52027,0.0230141,0.198083
9475,kidney,KTCTL-13,ZSTK474,All,GDSC1,1.85155,18.3701,-6.07513,0.516773,38.8302
9476,kidney,KTCTL-140,(5Z)-7-Oxozeaenol,All,GDSC1,0.0906538,4.16001,-0.464318,0.851284,42.419
9477,kidney,KTCTL-140,5-Fluorouracil,All,GDSC1,2.62825,7.25159,1.57721,0.755316,35.2748
9478,kidney,KTCTL-140,A-83-01,All,GDSC1,6.39389,16.3185,-0.0494227,0.387291,21.891
9479,kidney,KTCTL-140,ACY-1215,All,GDSC1,2.03698,6.92521,0.835492,0.736347,35.0198
9480,kidney,KTCTL-140,Afatinib,All,GDSC1,1.85214,21.5392,-7.0388,0.540918,37.6537
9481,kidney,KTCTL-140,AGI-6780,All,GDSC1,1.17682,9.90101,-4.73359,0.368275,19.0805
9482,kidney,KTCTL-140,AICA Ribonucleotide,All,GDSC1,10.8876,12.9627,9.90142,0.520697,8.67925
9483,kidney,KTCTL-140,AKT inhibitor VIII,All,GDSC1,3.25498,6.26862,1.81477,0.518431,12.4737
9484,kidney,KTCTL-140,Alectinib,All,GDSC1,3.20861,6.38999,0.997918,0.356921,7.95044
9485,kidney,KTCTL-140,Alisertib,All,GDSC1,4.90281,19.6722,-5.04075,0.371069,25.0955
9486,kidney,KTCTL-140,Amuvatinib,All,GDSC1,3.173,10.2732,0.341869,0.587963,31.2357
9487,kidney,KTCTL-140,Apitolisib,All,GDSC1,-1.44171,2.66859,-1.60605,0.956104,66.9142
