,id,standard_drug_name,gene,dataset,cancer_type,pvalue,correlation,provided_pvalue,provided_correlation,n_cell_line,provided_n_cell_line
2079,31153081,3-Cl-AHPC,SNHG29,All,pancan,7.21879e-11,-0.23243,,,767,
2080,31153082,3-Cl-AHPC,LSM2,All,pancan,3.89464e-15,-0.278565,,,767,
2081,31153083,3-Cl-AHPC,LSM6,All,pancan,2.32188e-29,-0.390596,,,767,
2082,31153084,3-Cl-AHPC,LSM7,All,pancan,3.45774e-23,-0.347485,,,767,
2083,31153085,3-Cl-AHPC,LSM11,All,pancan,1.34515e-14,-0.273221,,,767,
2084,31153086,3-Cl-AHPC,LSM14A,All,pancan,1.39165e-10,-0.228985,,,767,
2085,31153087,3-Cl-AHPC,LSP1,All,pancan,2.59561e-10,-0.225662,,,767,
2086,31153088,3-Cl-AHPC,LST1,All,pancan,3.93572e-11,-0.235565,,,767,
2087,31153089,3-Cl-AHPC,LTA,All,pancan,1.9679e-09,-0.214487,,,767,
2088,31153090,3-Cl-AHPC,LTA4H,All,pancan,7.15342e-09,-0.207036,,,767,
2089,31153091,3-Cl-AHPC,LTB4R,All,pancan,1.40944e-10,-0.228918,,,767,
2090,31153092,3-Cl-AHPC,LTB4R2,All,pancan,1.52193e-08,-0.202546,,,767,
2091,31153093,3-Cl-AHPC,LTBP2,All,pancan,5.32612e-15,0.277226,,,767,
2092,31153094,3-Cl-AHPC,LTBP3,All,pancan,6.943e-18,0.304194,,,767,
2093,31153095,3-Cl-AHPC,LTBR,All,pancan,5.11353e-13,0.256813,,,767,
2094,31153096,3-Cl-AHPC,LTV1,All,pancan,3.24398e-11,-0.236555,,,767,
2095,31153097,3-Cl-AHPC,LUADT1,All,pancan,1.4287e-08,-0.202926,,,767,
2096,31153098,3-Cl-AHPC,LUC7L,All,pancan,1.55617e-17,-0.301067,,,767,
2097,31153099,3-Cl-AHPC,LUC7L2,All,pancan,1.42454e-08,-0.202943,,,767,
2098,31153100,3-Cl-AHPC,LUC7L3,All,pancan,4.88701e-11,-0.234452,,,767,
2099,31153101,3-Cl-AHPC,LUCAT1,All,pancan,9.11301e-09,0.205607,,,767,
2100,31153102,3-Cl-AHPC,LUM,All,pancan,1.61596e-08,0.202185,,,767,
2101,31153103,3-Cl-AHPC,LURAP1L,All,pancan,1.80557e-18,0.30933,,,767,
2102,31153104,3-Cl-AHPC,LURAP1L-AS1,All,pancan,5.28261e-11,0.23405,,,767,
2103,31153105,3-Cl-AHPC,LY6E-DT,All,pancan,5.90945e-11,0.233469,,,767,
2104,31153106,3-Cl-AHPC,LY9,All,pancan,6.59976e-13,-0.255618,,,767,
2105,31153107,3-Cl-AHPC,LY86,All,pancan,5.22341e-09,-0.208877,,,767,
2106,31153108,3-Cl-AHPC,LY86-AS1,All,pancan,4.65844e-16,-0.287458,,,767,
2107,31153109,3-Cl-AHPC,LYAR,All,pancan,2.75776e-18,-0.307726,,,767,
2108,31153110,3-Cl-AHPC,LYN,All,pancan,6.97507e-11,-0.232609,,,767,
2109,31153111,3-Cl-AHPC,LYNX1,All,pancan,8.5351e-18,0.303398,,,767,
2110,31153112,3-Cl-AHPC,LYPD1,All,pancan,5.80056e-18,0.304885,,,767,
2111,31153113,3-Cl-AHPC,LYPD3,All,pancan,2.04077e-11,0.23891,,,767,
2112,31153114,3-Cl-AHPC,LYPD6,All,pancan,3.4158e-15,0.279124,,,767,
2113,31153115,3-Cl-AHPC,LYRM4,All,pancan,7.33704e-12,-0.244022,,,767,
2114,31153116,3-Cl-AHPC,LYRM7,All,pancan,8.21609e-14,-0.265201,,,767,
2115,31153117,3-Cl-AHPC,MAD2L1,All,pancan,1.25006e-20,-0.327469,,,767,
2116,31153118,3-Cl-AHPC,MAF,All,pancan,2.46166e-09,0.213214,,,767,
2117,31153119,3-Cl-AHPC,MAFF,All,pancan,5.34349e-15,0.277213,,,767,
2118,31153120,3-Cl-AHPC,MAGED2,All,pancan,2.28703e-14,0.270897,,,767,
2119,31153121,3-Cl-AHPC,MAGI1-IT1,All,pancan,8.26816e-09,0.206183,,,767,
2120,31153122,3-Cl-AHPC,MAGOH,All,pancan,3.0347e-12,-0.248341,,,767,
2121,31153123,3-Cl-AHPC,MAGT1,All,pancan,8.35784e-09,0.206119,,,767,
2122,31153124,3-Cl-AHPC,MAK16,All,pancan,1.75538e-20,-0.32627,,,767,
2123,31153125,3-Cl-AHPC,MAL2,All,pancan,3.8532e-10,0.223529,,,767,
2124,31153126,3-Cl-AHPC,MAMDC2,All,pancan,7.55812e-15,0.275721,,,767,
2125,31153127,3-Cl-AHPC,MAML2,All,pancan,1.01359e-13,0.264253,,,767,
2126,31153128,3-Cl-AHPC,MAMLD1,All,pancan,1.41898e-12,0.251996,,,767,
2127,31153129,3-Cl-AHPC,MANBAL,All,pancan,4.31348e-23,0.346759,,,767,
2128,31153130,3-Cl-AHPC,MANCR,All,pancan,1.78583e-14,0.271983,,,767,
2129,31153131,3-Cl-AHPC,MANEA-DT,All,pancan,1.18963e-12,-0.252835,,,767,
2130,31153132,3-Cl-AHPC,MANSC1,All,pancan,9.67504e-09,0.205252,,,767,
2131,31153133,3-Cl-AHPC,MAOA,All,pancan,1.5173e-08,0.202564,,,767,
2132,31153134,3-Cl-AHPC,MAOB,All,pancan,7.56576e-10,0.219835,,,767,
2133,31153135,3-Cl-AHPC,MAP1LC3A,All,pancan,1.57159e-08,0.202353,,,767,
2134,31153136,3-Cl-AHPC,MAP2K5,All,pancan,4.96987e-10,-0.222143,,,767,
2135,31153137,3-Cl-AHPC,MAP2K7,All,pancan,1.74461e-18,-0.30946,,,767,
2136,31153138,3-Cl-AHPC,MAP3K4,All,pancan,1.21794e-16,-0.292917,,,767,
2137,31153139,3-Cl-AHPC,MAP3K6,All,pancan,6.64675e-12,0.244509,,,767,
2138,31153140,3-Cl-AHPC,MAP4K1,All,pancan,7.66057e-16,-0.285403,,,767,
2139,31153141,3-Cl-AHPC,MAP4K3,All,pancan,1.59904e-14,0.272467,,,767,
2140,31153142,3-Cl-AHPC,MAPK12,All,pancan,3.76531e-09,-0.210775,,,767,
2141,31153143,3-Cl-AHPC,MAPKAPK5,All,pancan,5.57474e-14,-0.266943,,,767,
2142,31153144,3-Cl-AHPC,MAPKAPK5-AS1,All,pancan,3.31271e-15,-0.279254,,,767,
2143,31153145,3-Cl-AHPC,MAPRE2,All,pancan,3.80676e-09,-0.210712,,,767,
2144,31153146,3-Cl-AHPC,MAPRE3,All,pancan,1.32441e-10,0.229247,,,767,
2145,31153147,3-Cl-AHPC,MARCHF1,All,pancan,2.5854e-14,-0.270356,,,767,
2146,31153148,3-Cl-AHPC,MARCHF4,All,pancan,7.39629e-09,0.20684,,,767,
2147,31153149,3-Cl-AHPC,MARCKS,All,pancan,1.7269e-10,0.227841,,,767,
2148,31153150,3-Cl-AHPC,MARS1,All,pancan,4.98711e-09,-0.209146,,,767,
2149,31153151,3-Cl-AHPC,MARS2,All,pancan,1.58928e-18,-0.309812,,,767,
2150,31153152,3-Cl-AHPC,MARVELD2,All,pancan,1.58811e-08,0.20229,,,767,
2151,31153153,3-Cl-AHPC,MAST1,All,pancan,2.27063e-09,-0.213674,,,767,
2152,31153154,3-Cl-AHPC,MAST3,All,pancan,6.73746e-11,-0.232789,,,767,
2153,31153155,3-Cl-AHPC,MAT2A,All,pancan,1.2557e-09,-0.217017,,,767,
2154,31153156,3-Cl-AHPC,MATN2,All,pancan,6.49592e-18,0.30445,,,767,
2155,31153157,3-Cl-AHPC,MATN3,All,pancan,6.18334e-25,0.360369,,,767,
2156,31153158,3-Cl-AHPC,MATR3,All,pancan,7.64617e-17,-0.294784,,,767,
2157,31153159,3-Cl-AHPC,MAU2,All,pancan,2.17439e-09,-0.21392,,,767,
2158,31153160,3-Cl-AHPC,MAX,All,pancan,3.19741e-14,-0.269417,,,767,
2159,31153161,3-Cl-AHPC,MAZ,All,pancan,2.12507e-12,-0.250062,,,767,
2160,31153162,3-Cl-AHPC,MB,All,pancan,4.17654e-10,0.223091,,,767,
2161,31153163,3-Cl-AHPC,MBD1,All,pancan,1.20902e-11,-0.241541,,,767,
2162,31153164,3-Cl-AHPC,MBD3,All,pancan,1.14555e-10,-0.230012,,,767,
2163,31153165,3-Cl-AHPC,MBD4,All,pancan,7.81323e-12,-0.243711,,,767,
2164,31153166,3-Cl-AHPC,MBLAC2,All,pancan,6.91437e-09,-0.207236,,,767,
2165,31153167,3-Cl-AHPC,MBNL1,All,pancan,4.78694e-09,-0.209385,,,767,
2166,31153168,3-Cl-AHPC,MBNL2,All,pancan,1.81215e-17,0.300472,,,767,
2167,31153169,3-Cl-AHPC,MBNL3,All,pancan,9.94826e-11,-0.230754,,,767,
2168,31153170,3-Cl-AHPC,MBOAT7,All,pancan,6.31762e-09,0.207765,,,767,
2169,31153171,3-Cl-AHPC,MBTD1,All,pancan,2.69445e-13,-0.259787,,,767,
2170,31153172,3-Cl-AHPC,MBTPS2,All,pancan,1.2869e-08,0.203552,,,767,
2171,31153173,3-Cl-AHPC,MC5R,All,pancan,1.33011e-12,0.252304,,,767,
2172,31153174,3-Cl-AHPC,MCEMP1,All,pancan,1.75614e-09,-0.215131,,,767,
2173,31153175,3-Cl-AHPC,MCFD2,All,pancan,5.78066e-11,0.233584,,,767,
2174,31153176,3-Cl-AHPC,MCFD2P1,All,pancan,2.21445e-08,-0.200277,,,767,
2175,31153177,3-Cl-AHPC,MCM2,All,pancan,3.73507e-28,-0.382666,,,767,
2176,31153178,3-Cl-AHPC,MCM3,All,pancan,5.61406e-21,-0.330278,,,767,
2177,31153179,3-Cl-AHPC,MCM3AP,All,pancan,6.77618e-09,-0.207354,,,767,
2178,31153180,3-Cl-AHPC,MCM3AP-AS1,All,pancan,1.95416e-18,-0.309031,,,767,
2179,31153181,3-Cl-AHPC,MCM4,All,pancan,5.38436e-20,-0.32227,,,767,
2180,31153182,3-Cl-AHPC,MCM5,All,pancan,2.98203e-23,-0.347969,,,767,
2181,31153183,3-Cl-AHPC,MCM6,All,pancan,4.50002e-25,-0.361362,,,767,
2182,31153184,3-Cl-AHPC,MCM7,All,pancan,1.3333e-17,-0.301669,,,767,
2183,31153185,3-Cl-AHPC,MCM8,All,pancan,5.28063e-09,-0.208813,,,767,
2184,31153186,3-Cl-AHPC,MCM9,All,pancan,5.46107e-13,-0.256506,,,767,
2185,31153187,3-Cl-AHPC,MCM10,All,pancan,4.48682e-16,-0.287612,,,767,
2186,31153188,3-Cl-AHPC,MCMBP,All,pancan,8.16031e-13,-0.25462,,,767,
2187,31153189,3-Cl-AHPC,MCPH1,All,pancan,1.17391e-21,-0.335684,,,767,
2188,31153190,3-Cl-AHPC,MCRS1,All,pancan,2.86842e-09,-0.21234,,,767,
2189,31153191,3-Cl-AHPC,MDC1,All,pancan,3.89183e-17,-0.297468,,,767,
2190,31153192,3-Cl-AHPC,MDM1,All,pancan,1.82201e-12,-0.2508,,,767,
2191,31153193,3-Cl-AHPC,MDM4,All,pancan,7.22442e-28,-0.38075,,,767,
2192,31153194,3-Cl-AHPC,MDN1,All,pancan,4.09879e-23,-0.346927,,,767,
2193,31153195,3-Cl-AHPC,ME2,All,pancan,8.59816e-22,-0.336748,,,767,
2194,31153196,3-Cl-AHPC,MEAF6,All,pancan,2.73376e-09,-0.212615,,,767,
2195,31153197,3-Cl-AHPC,MECOM,All,pancan,7.56759e-11,0.232184,,,767,
2196,31153198,3-Cl-AHPC,MED1,All,pancan,2.07937e-10,-0.226851,,,767,
2197,31153199,3-Cl-AHPC,MED4,All,pancan,2.76526e-11,-0.237369,,,767,
2198,31153200,3-Cl-AHPC,MED6,All,pancan,3.84788e-09,-0.21065,,,767,
2199,31153201,3-Cl-AHPC,MED12,All,pancan,1.06867e-12,-0.253344,,,767,
2200,31153202,3-Cl-AHPC,MED13L,All,pancan,2.06256e-08,-0.200709,,,767,
2201,31153203,3-Cl-AHPC,MED16,All,pancan,2.21546e-11,-0.238495,,,767,
2202,31153204,3-Cl-AHPC,MED24,All,pancan,1.48669e-12,-0.251773,,,767,
2203,31153205,3-Cl-AHPC,MED26,All,pancan,2.30225e-14,-0.270868,,,767,
2204,31153206,3-Cl-AHPC,MED28,All,pancan,1.03256e-18,-0.311432,,,767,
2205,31153207,3-Cl-AHPC,MED30,All,pancan,1.39932e-21,-0.335083,,,767,
2206,31153208,3-Cl-AHPC,MEGF6,All,pancan,3.67015e-12,0.247418,,,767,
2207,31153209,3-Cl-AHPC,MEIS3,All,pancan,5.19211e-10,0.221904,,,767,
2208,31153210,3-Cl-AHPC,MEIS3P1,All,pancan,2.91047e-11,0.237109,,,767,
2209,31153211,3-Cl-AHPC,MEIS3P2,All,pancan,1.53967e-10,0.22845,,,767,
2210,31153212,3-Cl-AHPC,MEMO1,All,pancan,6.50731e-09,-0.207592,,,767,
2211,31153213,3-Cl-AHPC,MEN1,All,pancan,4.74595e-14,-0.267662,,,767,
2212,31153214,3-Cl-AHPC,MET,All,pancan,2.92894e-23,0.348028,,,767,
2213,31153215,3-Cl-AHPC,METAP1,All,pancan,8.63842e-16,-0.284904,,,767,
2214,31153216,3-Cl-AHPC,METAP2,All,pancan,8.27072e-15,-0.275332,,,767,
2215,31153217,3-Cl-AHPC,METRN,All,pancan,6.8319e-14,0.266031,,,767,
2216,31153218,3-Cl-AHPC,METRNL,All,pancan,1.07005e-14,0.274217,,,767,
2217,31153219,3-Cl-AHPC,METTL3,All,pancan,2.17086e-18,-0.308634,,,767,
2218,31153220,3-Cl-AHPC,METTL8,All,pancan,1.55719e-08,-0.202408,,,767,
2219,31153221,3-Cl-AHPC,METTL14,All,pancan,1.09433e-12,-0.253232,,,767,
2220,31153222,3-Cl-AHPC,METTL16,All,pancan,1.2278e-08,-0.203834,,,767,
2221,31153223,3-Cl-AHPC,METTL17,All,pancan,3.76104e-23,-0.347209,,,767,
2222,31153224,3-Cl-AHPC,METTL21A,All,pancan,9.65355e-13,-0.253826,,,767,
2223,31153225,3-Cl-AHPC,METTL27,All,pancan,7.43734e-12,0.243955,,,767,
2224,31153226,3-Cl-AHPC,MFGE8,All,pancan,4.57505e-09,0.209648,,,767,
2225,31153227,3-Cl-AHPC,MFNG,All,pancan,7.72435e-16,-0.285369,,,767,
2226,31153228,3-Cl-AHPC,MFSD5,All,pancan,1.8474e-09,0.214844,,,767,
2227,31153229,3-Cl-AHPC,MFSD13A,All,pancan,3.4299e-12,-0.247747,,,767,
2228,31153230,3-Cl-AHPC,MFSD14A,All,pancan,1.5422e-09,-0.215864,,,767,
2229,31153231,3-Cl-AHPC,MGA,All,pancan,1.05511e-15,-0.284072,,,767,
2230,31153232,3-Cl-AHPC,MGAT4B,All,pancan,4.61228e-28,0.382054,,,767,
2231,31153233,3-Cl-AHPC,MGAT5B,All,pancan,6.13669e-10,0.220988,,,767,
2232,31153234,3-Cl-AHPC,MGLL,All,pancan,1.49451e-14,0.272762,,,767,
2233,31153235,3-Cl-AHPC,MGST1,All,pancan,3.85162e-09,0.210644,,,767,
2234,31153236,3-Cl-AHPC,MGST3,All,pancan,8.63109e-10,0.219106,,,767,
2235,31153237,3-Cl-AHPC,MIA2,All,pancan,5.16927e-10,0.221928,,,767,
2236,31153238,3-Cl-AHPC,MICA,All,pancan,6.60846e-14,0.266181,,,767,
2237,31153239,3-Cl-AHPC,MICAL2,All,pancan,1.04978e-10,0.230472,,,767,
2238,31153240,3-Cl-AHPC,MICALL2,All,pancan,2.63718e-16,0.289788,,,767,
2239,31153241,3-Cl-AHPC,MID1,All,pancan,1.22372e-21,0.335542,,,767,
2240,31153242,3-Cl-AHPC,MID2,All,pancan,9.91825e-14,0.264351,,,767,
2241,31153243,3-Cl-AHPC,MIEF1,All,pancan,1.15835e-15,-0.283682,,,767,
2242,31153244,3-Cl-AHPC,MIEF2,All,pancan,1.20389e-13,0.263473,,,767,
2243,31153245,3-Cl-AHPC,MIER1,All,pancan,4.90487e-10,-0.222215,,,767,
2244,31153246,3-Cl-AHPC,MIGA1,All,pancan,4.12781e-12,0.246845,,,767,
2245,31153247,3-Cl-AHPC,MIIP,All,pancan,5.08378e-11,-0.234248,,,767,
2246,31153248,3-Cl-AHPC,MIR17HG,All,pancan,5.75532e-27,-0.37464,,,767,
2247,31153249,3-Cl-AHPC,MIR22HG,All,pancan,1.22659e-26,0.372379,,,767,
2248,31153250,3-Cl-AHPC,MIR24-2,All,pancan,3.98972e-12,0.247011,,,767,
2249,31153251,3-Cl-AHPC,MIR25,All,pancan,6.97506e-10,-0.220283,,,767,
2250,31153252,3-Cl-AHPC,MIR27A,All,pancan,2.41625e-12,0.249443,,,767,
2251,31153253,3-Cl-AHPC,MIR27B,All,pancan,3.79094e-13,0.258207,,,767,
2252,31153254,3-Cl-AHPC,MIR30C2,All,pancan,3.27728e-19,0.315696,,,767,
2253,31153255,3-Cl-AHPC,MIR31HG,All,pancan,1.49622e-13,0.262484,,,767,
2254,31153256,3-Cl-AHPC,MIR100HG,All,pancan,2.97106e-10,0.224935,,,767,
2255,31153257,3-Cl-AHPC,MIR125B1,All,pancan,7.03841e-10,0.220234,,,767,
2256,31153258,3-Cl-AHPC,MIR342,All,pancan,6.69126e-12,-0.244476,,,767,
2257,31153259,3-Cl-AHPC,MIR378E,All,pancan,1.52271e-13,-0.262404,,,767,
2258,31153260,3-Cl-AHPC,MIR548P,All,pancan,3.20048e-11,-0.236624,,,767,
2259,31153261,3-Cl-AHPC,MIR573,All,pancan,1.32964e-13,-0.263022,,,767,
2260,31153262,3-Cl-AHPC,MIR574,All,pancan,5.67605e-11,0.233678,,,767,
2261,31153263,3-Cl-AHPC,MIR600HG,All,pancan,2.04339e-17,-0.300003,,,767,
2262,31153264,3-Cl-AHPC,MIR621,All,pancan,6.49388e-12,-0.244624,,,767,
2263,31153265,3-Cl-AHPC,MIR1254-1,All,pancan,1.11996e-10,-0.230131,,,767,
2264,31153266,3-Cl-AHPC,MIR1273H,All,pancan,9.25904e-16,-0.284616,,,767,
2265,31153267,3-Cl-AHPC,MIR3176,All,pancan,1.83214e-09,-0.214891,,,767,
2266,31153268,3-Cl-AHPC,MIR3189,All,pancan,2.99537e-15,0.279682,,,767,
2267,31153269,3-Cl-AHPC,MIR3657,All,pancan,4.10223e-09,-0.21028,,,767,
2268,31153270,3-Cl-AHPC,MIR3667,All,pancan,3.65898e-09,-0.21094,,,767,
2269,31153271,3-Cl-AHPC,MIR3686,All,pancan,6.5583e-10,-0.220623,,,767,
2270,31153272,3-Cl-AHPC,MIR4258,All,pancan,5.10105e-12,-0.24581,,,767,
2271,31153273,3-Cl-AHPC,MIR4261,All,pancan,1.44117e-08,-0.202874,,,767,
2272,31153274,3-Cl-AHPC,MIR4312,All,pancan,3.88559e-09,-0.210594,,,767,
2273,31153275,3-Cl-AHPC,MIR4420,All,pancan,7.44979e-17,-0.294888,,,767,
2274,31153276,3-Cl-AHPC,MIR4435-2HG,All,pancan,4.18389e-11,0.235251,,,767,
2275,31153277,3-Cl-AHPC,MIR4442,All,pancan,1.91708e-11,-0.239226,,,767,
2276,31153278,3-Cl-AHPC,MIR4453HG,All,pancan,1.35957e-08,-0.203223,,,767,
2277,31153279,3-Cl-AHPC,MIR4477B,All,pancan,2.05909e-13,-0.261024,,,767,
2278,31153280,3-Cl-AHPC,MIR4491,All,pancan,1.78995e-11,-0.239572,,,767,
2279,31153281,3-Cl-AHPC,MIR4513,All,pancan,4.78522e-09,-0.209387,,,767,
2280,31153282,3-Cl-AHPC,MIR4518,All,pancan,2.96932e-15,-0.279719,,,767,
2281,31153283,3-Cl-AHPC,MIR4540,All,pancan,9.86255e-09,-0.205139,,,767,
2282,31153284,3-Cl-AHPC,MIR4653,All,pancan,3.43667e-15,0.279098,,,767,
2283,31153285,3-Cl-AHPC,MIR4659A,All,pancan,5.32141e-12,-0.245603,,,767,
2284,31153286,3-Cl-AHPC,MIR4668,All,pancan,3.46158e-10,0.22411,,,767,
2285,31153287,3-Cl-AHPC,MIR4768,All,pancan,6.91881e-09,0.207232,,,767,
2286,31153288,3-Cl-AHPC,MIR6739,All,pancan,5.87493e-13,-0.256164,,,767,
2287,31153289,3-Cl-AHPC,MIR6757,All,pancan,3.87236e-09,0.210613,,,767,
2288,31153290,3-Cl-AHPC,MIR6763,All,pancan,1.17611e-09,-0.217384,,,767,
2289,31153291,3-Cl-AHPC,MIR6772,All,pancan,2.95342e-13,0.259363,,,767,
2290,31153292,3-Cl-AHPC,MIR6774,All,pancan,1.95012e-08,-0.201049,,,767,
2291,31153293,3-Cl-AHPC,MIR6784,All,pancan,7.7054e-15,0.275638,,,767,
2292,31153294,3-Cl-AHPC,MIR6814,All,pancan,8.38591e-13,0.254491,,,767,
2293,31153295,3-Cl-AHPC,MIR6827,All,pancan,1.4564e-11,0.240609,,,767,
2294,31153296,3-Cl-AHPC,MIR7848,All,pancan,1.7941e-13,-0.261655,,,767,
2295,31153297,3-Cl-AHPC,MIS18A,All,pancan,2.10791e-14,-0.271255,,,767,
2296,31153298,3-Cl-AHPC,MIS18BP1,All,pancan,2.01078e-18,-0.308923,,,767,
2297,31153299,3-Cl-AHPC,MISP,All,pancan,6.07687e-09,0.207993,,,767,
2298,31153300,3-Cl-AHPC,MITF,All,pancan,2.62056e-12,0.249051,,,767,
2299,31153301,3-Cl-AHPC,MKI67,All,pancan,4.21058e-13,-0.257719,,,767,
2300,31153302,3-Cl-AHPC,MKRN2,All,pancan,1.80039e-10,-0.227619,,,767,
2301,31153303,3-Cl-AHPC,MLH1,All,pancan,1.40744e-08,-0.203016,,,767,
2302,31153304,3-Cl-AHPC,MLLT6,All,pancan,9.27369e-12,-0.242862,,,767,
2303,31153305,3-Cl-AHPC,MLLT10,All,pancan,2.35317e-11,-0.238189,,,767,
2304,31153306,3-Cl-AHPC,MLPH,All,pancan,1.97878e-24,0.356705,,,767,
2305,31153307,3-Cl-AHPC,MLST8,All,pancan,2.57864e-13,-0.259989,,,767,
2306,31153308,3-Cl-AHPC,MMACHC,All,pancan,9.17677e-10,-0.218766,,,767,
2307,31153309,3-Cl-AHPC,MMP14,All,pancan,1.44459e-09,0.216231,,,767,
2308,31153310,3-Cl-AHPC,MMP15,All,pancan,1.18577e-11,0.241638,,,767,
2309,31153311,3-Cl-AHPC,MMP24,All,pancan,5.63714e-11,0.233714,,,767,
2310,31153312,3-Cl-AHPC,MMS19,All,pancan,3.43374e-09,-0.211307,,,767,
2311,31153313,3-Cl-AHPC,MMS22L,All,pancan,1.05002e-16,-0.293513,,,767,
2312,31153314,3-Cl-AHPC,MND1,All,pancan,1.89321e-24,-0.356845,,,767,
2313,31153315,3-Cl-AHPC,MOB1A,All,pancan,1.54616e-08,-0.202451,,,767,
2314,31153316,3-Cl-AHPC,MOB3A,All,pancan,8.35247e-13,-0.25451,,,767,
2315,31153317,3-Cl-AHPC,MOK,All,pancan,1.58483e-08,0.202302,,,767,
2316,31153318,3-Cl-AHPC,MORC4,All,pancan,1.29071e-12,0.252447,,,767,
2317,31153319,3-Cl-AHPC,MORF4L2,All,pancan,7.87431e-10,0.219614,,,767,
2318,31153320,3-Cl-AHPC,MORN2,All,pancan,1.1282e-11,0.241886,,,767,
2319,31153321,3-Cl-AHPC,MOSPD1,All,pancan,1.41708e-12,0.252002,,,767,
2320,31153322,3-Cl-AHPC,MOXD1,All,pancan,4.87238e-09,0.209282,,,767,
2321,31153323,3-Cl-AHPC,MPHOSPH9,All,pancan,6.48059e-17,-0.295444,,,767,
2322,31153324,3-Cl-AHPC,MRE11,All,pancan,7.02912e-12,-0.244233,,,767,
2323,31153325,3-Cl-AHPC,MRM1,All,pancan,3.74397e-10,-0.223685,,,767,
2324,31153326,3-Cl-AHPC,MRPL4,All,pancan,7.1488e-17,-0.295052,,,767,
2325,31153327,3-Cl-AHPC,MRPL9,All,pancan,1.6564e-10,-0.228062,,,767,
2326,31153328,3-Cl-AHPC,MRPL16,All,pancan,4.67915e-10,-0.222472,,,767,
2327,31153329,3-Cl-AHPC,MRPL38,All,pancan,2.33103e-09,-0.213524,,,767,
2328,31153330,3-Cl-AHPC,MRPL39,All,pancan,1.00787e-13,-0.264279,,,767,
2329,31153331,3-Cl-AHPC,MRPL42,All,pancan,1.15383e-15,-0.283698,,,767,
2330,31153332,3-Cl-AHPC,MRPL48,All,pancan,1.66307e-12,-0.251238,,,767,
2331,31153333,3-Cl-AHPC,MRPL54,All,pancan,2.22435e-11,-0.238474,,,767,
2332,31153334,3-Cl-AHPC,MRPL57,All,pancan,1.43607e-09,-0.216265,,,767,
2333,31153335,3-Cl-AHPC,MRPS14,All,pancan,3.96347e-11,-0.235529,,,767,
2334,31153336,3-Cl-AHPC,MRPS18AP1,All,pancan,1.43359e-11,-0.240688,,,767,
2335,31153337,3-Cl-AHPC,MRPS18C,All,pancan,1.40515e-08,-0.203026,,,767,
2336,31153338,3-Cl-AHPC,MRPS25,All,pancan,1.34243e-14,-0.27323,,,767,
2337,31153339,3-Cl-AHPC,MRPS27,All,pancan,1.78715e-12,-0.250893,,,767,
2338,31153340,3-Cl-AHPC,MRPS31,All,pancan,4.914e-21,-0.330742,,,767,
2339,31153341,3-Cl-AHPC,MRPS31P4,All,pancan,6.04661e-19,-0.313429,,,767,
2340,31153342,3-Cl-AHPC,MRPS31P5,All,pancan,2.17557e-17,-0.299757,,,767,
2341,31153343,3-Cl-AHPC,MSH2,All,pancan,1.90867e-09,-0.21466,,,767,
2342,31153344,3-Cl-AHPC,MSH5,All,pancan,1.17342e-10,-0.229886,,,767,
2343,31153345,3-Cl-AHPC,MSH5-SAPCD1,All,pancan,4.62924e-12,-0.246285,,,767,
2344,31153346,3-Cl-AHPC,MSH6,All,pancan,6.23357e-14,-0.266443,,,767,
2345,31153347,3-Cl-AHPC,MSL1,All,pancan,2.37392e-11,-0.238145,,,767,
2346,31153348,3-Cl-AHPC,MSL2,All,pancan,2.84903e-23,-0.348119,,,767,
2347,31153349,3-Cl-AHPC,MSS51,All,pancan,1.48512e-13,-0.262518,,,767,
2348,31153350,3-Cl-AHPC,MSTO2P,All,pancan,1.44176e-09,-0.216242,,,767,
2349,31153351,3-Cl-AHPC,MSX2,All,pancan,1.39923e-10,0.228957,,,767,
2350,31153352,3-Cl-AHPC,MT2A,All,pancan,1.36952e-10,0.22907,,,767,
2351,31153353,3-Cl-AHPC,MTA1,All,pancan,1.96581e-19,-0.317573,,,767,
2352,31153354,3-Cl-AHPC,MTA2,All,pancan,1.08816e-25,-0.365754,,,767,
2353,31153355,3-Cl-AHPC,MTAPP2,All,pancan,6.20824e-09,0.207868,,,767,
2354,31153356,3-Cl-AHPC,MTBP,All,pancan,2.43138e-12,-0.249413,,,767,
2355,31153357,3-Cl-AHPC,MTERF3,All,pancan,1.18584e-08,-0.204041,,,767,
2356,31153358,3-Cl-AHPC,MTERF4,All,pancan,2.48328e-12,-0.249311,,,767,
2357,31153359,3-Cl-AHPC,MTF2,All,pancan,1.12254e-23,-0.351147,,,767,
2358,31153360,3-Cl-AHPC,MTFR2,All,pancan,3.65492e-13,-0.258376,,,767,
2359,31153361,3-Cl-AHPC,MTHFD1,All,pancan,3.52e-09,-0.211164,,,767,
2360,31153362,3-Cl-AHPC,MTHFD1L,All,pancan,2.49788e-11,-0.237886,,,767,
2361,31153363,3-Cl-AHPC,MTHFD2,All,pancan,4.24334e-20,-0.323125,,,767,
2362,31153364,3-Cl-AHPC,MTHFD2L,All,pancan,1.18183e-12,-0.252866,,,767,
2363,31153365,3-Cl-AHPC,MTMR4,All,pancan,6.10529e-14,-0.266536,,,767,
2364,31153366,3-Cl-AHPC,MTMR11,All,pancan,1.66236e-08,0.202014,,,767,
2365,31153367,3-Cl-AHPC,MTO1,All,pancan,7.29083e-17,-0.294974,,,767,
